item_id,requirement_id,kind,name,fault_type,covered_obligations,missing_obligations,missing_obligation_names,coverage_rate,missing_high_severity_count,total,agreements,disagreements,agreement_rate,under_constrained_count,over_constrained_count,high_severity_under_constrained_count,first_counterexample,behavior_time,time_to_first_counterexample,checked_count,violation_count,violation_rate,first_violation,relation_breakdown,has_smt_counterexample,smt_counterexample,smt_time,metamorphic_consistency,high_severity_under_safe,smt_consistency,score,risk_level
R06-C2,R06,candidate,wrong comparator or polarity,wrong_comparator,"['R06-O2', 'R06-O3', 'R06-O4']",['R06-O1'],['emergency context'],0.75,0,2000,1664,336,0.832,156,180,0,"{'user': {'role': 'PI', 'clearance': 5, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 5, 'anonymized': True, 'sensitive': True}, 'context': {'emergency': True, 'logged': True}}",0.01027060000342317,2.0700012100860476e-05,2557,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 834, 'violations': 0}, 'expiration_safety': {'checked': 511, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 136, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.002265499992063269,1.0,1.0,0.0,79.55,medium
R06-M2,R06,mutant,flip_comparator,flip_comparator,"['R06-O2', 'R06-O3', 'R06-O4']",['R06-O1'],['emergency context'],0.75,0,2000,1664,336,0.832,156,180,0,"{'user': {'role': 'PI', 'clearance': 5, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 5, 'anonymized': True, 'sensitive': True}, 'context': {'emergency': True, 'logged': True}}",0.01042520000191871,2.3100001271814108e-05,2557,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 834, 'violations': 0}, 'expiration_safety': {'checked': 511, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 136, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0023148000036599115,1.0,1.0,0.0,79.55,medium
R06-M4,R06,mutant,negate_boolean_condition,negate_boolean_condition,"['R06-O2', 'R06-O3', 'R06-O4']",['R06-O1'],['emergency context'],0.75,0,2000,1664,336,0.832,156,180,0,"{'user': {'role': 'PI', 'clearance': 5, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 5, 'anonymized': True, 'sensitive': True}, 'context': {'emergency': True, 'logged': True}}",0.01010159999714233,2.579999272711575e-05,2557,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 834, 'violations': 0}, 'expiration_safety': {'checked': 511, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 136, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0021055999968666583,1.0,1.0,0.0,79.55,medium
R04-C2,R04,candidate,wrong comparator or polarity,wrong_comparator,"['R04-O2', 'R04-O3', 'R04-O4']",['R04-O1'],['approval active'],0.75,0,2000,1729,271,0.8645,138,133,0,"{'user': {'role': 'trainee', 'clearance': 1, 'training_completed': False, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': True, 'logged': True}}",0.009366700003738515,3.310000465717167e-05,2532,0,0.0,,"{'clearance_monotonicity': {'checked': 858, 'violations': 0}, 'risk_monotonicity': {'checked': 826, 'violations': 0}, 'expiration_safety': {'checked': 469, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 154, 'violations': 0}, 'emergency_logging_safety': {'checked': 225, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.001962099995580502,1.0,1.0,0.0,80.3625,medium
R04-M2,R04,mutant,flip_comparator,flip_comparator,"['R04-O2', 'R04-O3', 'R04-O4']",['R04-O1'],['approval active'],0.75,0,2000,1729,271,0.8645,138,133,0,"{'user': {'role': 'trainee', 'clearance': 1, 'training_completed': False, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': True, 'logged': True}}",0.009003899991512299,2.7000001864507794e-05,2532,0,0.0,,"{'clearance_monotonicity': {'checked': 858, 'violations': 0}, 'risk_monotonicity': {'checked': 826, 'violations': 0}, 'expiration_safety': {'checked': 469, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 154, 'violations': 0}, 'emergency_logging_safety': {'checked': 225, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.002043000000412576,1.0,1.0,0.0,80.3625,medium
R04-M4,R04,mutant,negate_boolean_condition,negate_boolean_condition,"['R04-O2', 'R04-O3', 'R04-O4']",['R04-O1'],['approval active'],0.75,0,2000,1729,271,0.8645,138,133,0,"{'user': {'role': 'trainee', 'clearance': 1, 'training_completed': False, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': True, 'logged': True}}",0.008866900010616519,3.2199997804127634e-05,2532,0,0.0,,"{'clearance_monotonicity': {'checked': 858, 'violations': 0}, 'risk_monotonicity': {'checked': 826, 'violations': 0}, 'expiration_safety': {'checked': 469, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 154, 'violations': 0}, 'emergency_logging_safety': {'checked': 225, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.001999100000830367,1.0,1.0,0.0,80.3625,medium
R06-M1,R06,mutant,drop_one_obligation,drop_one_obligation,"['R06-O2', 'R06-O3', 'R06-O4']",['R06-O1'],['emergency context'],0.75,0,2000,1844,156,0.922,156,0,0,"{'user': {'role': 'PI', 'clearance': 4, 'training_completed': False, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 5, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.010797299997648224,5.289999535307288e-05,2557,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 834, 'violations': 0}, 'expiration_safety': {'checked': 511, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 136, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.002020300002186559,1.0,1.0,0.0,81.8,medium
R04-M1,R04,mutant,drop_one_obligation,drop_one_obligation,"['R04-O2', 'R04-O3', 'R04-O4']",['R04-O1'],['approval active'],0.75,0,2000,1862,138,0.931,138,0,0,"{'user': {'role': 'trainee', 'clearance': 2, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': True}, 'context': {'emergency': False, 'logged': True}}",0.009118300004047342,0.00013719999697059393,2532,0,0.0,,"{'clearance_monotonicity': {'checked': 858, 'violations': 0}, 'risk_monotonicity': {'checked': 826, 'violations': 0}, 'expiration_safety': {'checked': 469, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 154, 'violations': 0}, 'emergency_logging_safety': {'checked': 225, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.001884900004370138,1.0,1.0,0.0,82.025,medium
R08-C2,R08,candidate,wrong comparator or polarity,wrong_comparator,"['R08-O2', 'R08-O3', 'R08-O4', 'R08-O5']",['R08-O1'],['trainee role'],0.8,0,2000,1857,143,0.9285,110,33,0,"{'user': {'role': 'trainee', 'clearance': 4, 'training_completed': True, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': True, 'logged': False}}",0.009865200001513585,9.210000280290842e-05,2560,0,0.0,,"{'clearance_monotonicity': {'checked': 855, 'violations': 0}, 'risk_monotonicity': {'checked': 831, 'violations': 0}, 'expiration_safety': {'checked': 490, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 119, 'violations': 0}, 'emergency_logging_safety': {'checked': 265, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0020666000054916367,1.0,1.0,0.0,83.2125,medium
R08-M2,R08,mutant,flip_comparator,flip_comparator,"['R08-O2', 'R08-O3', 'R08-O4', 'R08-O5']",['R08-O1'],['trainee role'],0.8,0,2000,1857,143,0.9285,110,33,0,"{'user': {'role': 'trainee', 'clearance': 4, 'training_completed': True, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': True, 'logged': False}}",0.009862000006251037,9.159999899566174e-05,2560,0,0.0,,"{'clearance_monotonicity': {'checked': 855, 'violations': 0}, 'risk_monotonicity': {'checked': 831, 'violations': 0}, 'expiration_safety': {'checked': 490, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 119, 'violations': 0}, 'emergency_logging_safety': {'checked': 265, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0021309000003384426,1.0,1.0,0.0,83.2125,medium
R09-C2,R09,candidate,wrong comparator or polarity,wrong_comparator,"['R09-O2', 'R09-O3', 'R09-O4', 'R09-O5']",['R09-O1'],['sensitive record'],0.8,0,2000,1868,132,0.934,52,80,0,"{'user': {'role': 'researcher', 'clearance': 1, 'training_completed': True, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': True, 'sensitive': True}, 'context': {'emergency': False, 'logged': True}}",0.012155400007031858,4.16000111727044e-05,2579,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 841, 'violations': 0}, 'expiration_safety': {'checked': 531, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 131, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0025560000067343935,1.0,1.0,0.0,83.35,medium
R09-M2,R09,mutant,flip_comparator,flip_comparator,"['R09-O2', 'R09-O3', 'R09-O4', 'R09-O5']",['R09-O1'],['sensitive record'],0.8,0,2000,1868,132,0.934,52,80,0,"{'user': {'role': 'researcher', 'clearance': 1, 'training_completed': True, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': True, 'sensitive': True}, 'context': {'emergency': False, 'logged': True}}",0.012492999987443909,4.769999941345304e-05,2579,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 841, 'violations': 0}, 'expiration_safety': {'checked': 531, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 131, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0020797000033780932,1.0,1.0,0.0,83.35,medium
R09-M4,R09,mutant,negate_boolean_condition,negate_boolean_condition,"['R09-O2', 'R09-O3', 'R09-O4', 'R09-O5']",['R09-O1'],['sensitive record'],0.8,0,2000,1868,132,0.934,52,80,0,"{'user': {'role': 'researcher', 'clearance': 1, 'training_completed': True, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': True, 'sensitive': True}, 'context': {'emergency': False, 'logged': True}}",0.013481999994837679,4.4200001866556704e-05,2579,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 841, 'violations': 0}, 'expiration_safety': {'checked': 531, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 131, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.002100300000165589,1.0,1.0,0.0,83.35,medium
R10-M1,R10,mutant,drop_one_obligation,drop_one_obligation,"['R10-O2', 'R10-O3', 'R10-O4', 'R10-O5']",['R10-O1'],['low risk exception'],0.8,0,2000,1879,121,0.9395,0,121,0,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 0, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': True, 'logged': True}}",0.015131099993595853,4.020000051241368e-05,2539,0,0.0,,"{'clearance_monotonicity': {'checked': 819, 'violations': 0}, 'risk_monotonicity': {'checked': 836, 'violations': 0}, 'expiration_safety': {'checked': 511, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 120, 'violations': 0}, 'emergency_logging_safety': {'checked': 253, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 1, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0024031999928411096,1.0,1.0,0.0,83.4875,medium
R05-C2,R05,candidate,wrong comparator or polarity,wrong_comparator,"['R05-O2', 'R05-O3', 'R05-O4', 'R05-O5']",['R05-O1'],['external role'],0.8,0,2000,1886,114,0.943,84,30,0,"{'user': {'role': 'trainee', 'clearance': 1, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.009494999991147779,4.749999789055437e-05,2497,0,0.0,,"{'clearance_monotonicity': {'checked': 824, 'violations': 0}, 'risk_monotonicity': {'checked': 814, 'violations': 0}, 'expiration_safety': {'checked': 481, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 129, 'violations': 0}, 'emergency_logging_safety': {'checked': 249, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0020512999908532947,1.0,1.0,0.0,83.575,medium
R05-M2,R05,mutant,flip_comparator,flip_comparator,"['R05-O2', 'R05-O3', 'R05-O4', 'R05-O5']",['R05-O1'],['external role'],0.8,0,2000,1886,114,0.943,84,30,0,"{'user': {'role': 'trainee', 'clearance': 1, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.009672499989392236,5.6599994422867894e-05,2497,0,0.0,,"{'clearance_monotonicity': {'checked': 824, 'violations': 0}, 'risk_monotonicity': {'checked': 814, 'violations': 0}, 'expiration_safety': {'checked': 481, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 129, 'violations': 0}, 'emergency_logging_safety': {'checked': 249, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0020315000001573935,1.0,1.0,0.0,83.575,medium
R08-M1,R08,mutant,drop_one_obligation,drop_one_obligation,"['R08-O2', 'R08-O3', 'R08-O4', 'R08-O5']",['R08-O1'],['trainee role'],0.8,0,2000,1890,110,0.945,110,0,0,"{'user': {'role': 'PI', 'clearance': 1, 'training_completed': True, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': True, 'logged': False}}",0.008957700003520586,0.00013600000238511711,2560,0,0.0,,"{'clearance_monotonicity': {'checked': 855, 'violations': 0}, 'risk_monotonicity': {'checked': 831, 'violations': 0}, 'expiration_safety': {'checked': 490, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 119, 'violations': 0}, 'emergency_logging_safety': {'checked': 265, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.0019820000015897676,1.0,1.0,0.0,83.625,medium
R05-M1,R05,mutant,drop_one_obligation,drop_one_obligation,"['R05-O2', 'R05-O3', 'R05-O4', 'R05-O5']",['R05-O1'],['external role'],0.8,0,2000,1916,84,0.958,84,0,0,"{'user': {'role': 'trainee', 'clearance': 1, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.008598100001108833,4.159999662078917e-05,2497,0,0.0,,"{'clearance_monotonicity': {'checked': 824, 'violations': 0}, 'risk_monotonicity': {'checked': 814, 'violations': 0}, 'expiration_safety': {'checked': 481, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 129, 'violations': 0}, 'emergency_logging_safety': {'checked': 249, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0019850999960908666,1.0,1.0,0.0,83.95,medium
R10-C2,R10,candidate,wrong comparator or polarity,wrong_comparator,"['R10-O2', 'R10-O3', 'R10-O4', 'R10-O5']",['R10-O1'],['low risk exception'],0.8,0,2000,1932,68,0.966,0,68,0,"{'user': {'role': 'external', 'clearance': 1, 'training_completed': False, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0183956999971997,0.0005296999879647046,2539,0,0.0,,"{'clearance_monotonicity': {'checked': 819, 'violations': 0}, 'risk_monotonicity': {'checked': 836, 'violations': 0}, 'expiration_safety': {'checked': 511, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 120, 'violations': 0}, 'emergency_logging_safety': {'checked': 253, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 1, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0021797999943373725,1.0,1.0,0.0,84.15,medium
R10-M2,R10,mutant,flip_comparator,flip_comparator,"['R10-O2', 'R10-O3', 'R10-O4', 'R10-O5']",['R10-O1'],['low risk exception'],0.8,0,2000,1932,68,0.966,0,68,0,"{'user': {'role': 'external', 'clearance': 1, 'training_completed': False, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 1, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.018303300006664358,0.0005096000095363706,2539,0,0.0,,"{'clearance_monotonicity': {'checked': 819, 'violations': 0}, 'risk_monotonicity': {'checked': 836, 'violations': 0}, 'expiration_safety': {'checked': 511, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 120, 'violations': 0}, 'emergency_logging_safety': {'checked': 253, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': True, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 1, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.0024138999870046973,1.0,1.0,0.0,84.15,medium
R09-M6,R09,mutant,drop_logging_or_expiration_if_present,drop_logging_or_expiration_if_present,"['R09-O1', 'R09-O2', 'R09-O3', 'R09-O4']",['R09-O5'],['access logged'],0.8,0,2000,1938,62,0.969,62,0,0,"{'user': {'role': 'PI', 'clearance': 5, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': True}, 'record': {'risk_level': 1, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': True, 'logged': False}}",0.011873600000399165,0.0002931000053649768,2579,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 841, 'violations': 0}, 'expiration_safety': {'checked': 531, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 131, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': True}, 'context': {'emergency': False, 'logged': False}}",0.00210309999238234,1.0,1.0,0.0,84.225,medium
R09-M1,R09,mutant,drop_one_obligation,drop_one_obligation,"['R09-O2', 'R09-O3', 'R09-O4', 'R09-O5']",['R09-O1'],['sensitive record'],0.8,0,2000,1948,52,0.974,52,0,0,"{'user': {'role': 'researcher', 'clearance': 4, 'training_completed': True, 'approval_active': False, 'approval_expired': True, 'supervised_by_pi': False}, 'record': {'risk_level': 1, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': True, 'logged': True}}",0.013133100001141429,8.3099992480129e-05,2579,0,0.0,,"{'clearance_monotonicity': {'checked': 822, 'violations': 0}, 'risk_monotonicity': {'checked': 841, 'violations': 0}, 'expiration_safety': {'checked': 531, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 131, 'violations': 0}, 'emergency_logging_safety': {'checked': 254, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.002093100003548898,1.0,1.0,0.0,84.35,medium
R07-M1,R07,mutant,drop_one_obligation,drop_one_obligation,"['R07-O2', 'R07-O3', 'R07-O4', 'R07-O5']",['R07-O1'],['high risk record'],0.8,0,2000,1951,49,0.9755,49,0,0,"{'user': {'role': 'PI', 'clearance': 3, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 2, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.008093399999779649,8.719999459572136e-05,2535,0,0.0,,"{'clearance_monotonicity': {'checked': 834, 'violations': 0}, 'risk_monotonicity': {'checked': 842, 'violations': 0}, 'expiration_safety': {'checked': 472, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 136, 'violations': 0}, 'emergency_logging_safety': {'checked': 251, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.002294699996127747,1.0,1.0,0.0,84.3875,medium
R07-M5,R07,mutant,drop_one_obligation,drop_one_obligation,"['R07-O2', 'R07-O3', 'R07-O4', 'R07-O5']",['R07-O1'],['high risk record'],0.8,0,2000,1951,49,0.9755,49,0,0,"{'user': {'role': 'PI', 'clearance': 3, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 2, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.00764060000074096,8.230000094044954e-05,2535,0,0.0,,"{'clearance_monotonicity': {'checked': 834, 'violations': 0}, 'risk_monotonicity': {'checked': 842, 'violations': 0}, 'expiration_safety': {'checked': 472, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 136, 'violations': 0}, 'emergency_logging_safety': {'checked': 251, 'violations': 0}}",True,"{'user': {'role': 'PI', 'clearance': 0, 'training_completed': True, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': False, 'sensitive': False}, 'context': {'emergency': False, 'logged': True}}",0.002076200005831197,1.0,1.0,0.0,84.3875,medium
R05-M6,R05,mutant,drop_logging_or_expiration_if_present,drop_logging_or_expiration_if_present,"['R05-O1', 'R05-O2', 'R05-O3', 'R05-O4']",['R05-O5'],['access logged'],0.8,0,2000,1966,34,0.983,34,0,0,"{'user': {'role': 'external', 'clearance': 5, 'training_completed': True, 'approval_active': True, 'approval_expired': True, 'supervised_by_pi': True}, 'record': {'risk_level': 2, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.007425800009514205,0.00010560000373516232,2497,0,0.0,,"{'clearance_monotonicity': {'checked': 824, 'violations': 0}, 'risk_monotonicity': {'checked': 814, 'violations': 0}, 'expiration_safety': {'checked': 481, 'violations': 0}, 'external_anonymization_relaxation': {'checked': 129, 'violations': 0}, 'emergency_logging_safety': {'checked': 249, 'violations': 0}}",True,"{'user': {'role': 'external', 'clearance': 0, 'training_completed': False, 'approval_active': False, 'approval_expired': False, 'supervised_by_pi': False}, 'record': {'risk_level': 0, 'anonymized': True, 'sensitive': False}, 'context': {'emergency': False, 'logged': False}}",0.002075299998978153,1.0,1.0,0.0,84.575,medium
